frame,state
frame1965,2
frame1966,2
frame1967,2
frame1968,2
frame1969,2
frame1970,2
frame1971,2
frame1972,2
frame1973,2
frame1974,2
frame1975,2
frame1976,2
frame1977,2
frame1978,2
frame1979,2
frame1980,2
frame1981,2
frame1982,2
frame1983,2
frame1984,2
frame1985,2
frame1986,2
frame1987,2
frame1988,2
frame1989,2
frame1990,2
frame1991,2
frame1992,2
frame1993,2
frame1994,2
frame1995,2
frame1996,2
frame1997,2
frame1998,2
frame1999,2
frame2000,2
frame2001,2
frame2002,2
frame2003,2
frame2004,2
frame2005,2
frame2006,2
frame2007,2
frame2008,2
frame2009,2
frame2010,2
frame2011,2
frame2012,2
frame2013,2
frame2014,2
frame2015,2
frame2016,2
frame2017,2
frame2018,2
frame2019,2
frame2020,2
frame2021,2
frame2022,2
frame2023,2
frame2024,2
frame2025,2
frame2026,2
frame2027,2
frame2028,2
frame2029,2
frame2030,2
frame2031,2
frame2032,2
frame2033,2
frame2034,2
frame2035,2
frame2036,2
frame2037,2
frame2038,2
frame2039,2
frame2040,2
frame2041,2
frame2042,2
frame2043,2
frame2044,2
frame2045,2
frame2046,2
frame2047,2
frame2048,2
frame2049,2
frame2050,2
frame2051,2
frame2052,2
frame2053,2
frame2054,2
frame2055,2
frame2056,2
frame2057,2
frame2058,2
frame2059,2
frame2060,2
frame2061,2
frame2062,2
frame2063,2
frame2064,2
frame2065,2
frame2066,2
frame2067,2
frame2068,2
frame2069,2
frame2070,2
frame2071,2
frame2072,2
frame2073,2
frame2074,2
frame2075,2
frame2076,2
frame2077,2
frame2078,2
frame2079,2
frame2080,2
frame2081,2
frame2082,2
frame2083,2
frame2084,2
frame2085,2
frame2086,2
frame2087,2
frame2088,2
frame2089,2
frame2090,2
frame2091,2
frame2092,2
frame2093,2
frame2094,2
frame2095,2
frame2096,2
frame2097,2
frame2098,2
frame2099,2
frame2100,2
frame2101,2
frame2102,2
frame2103,2
frame2104,2
frame2105,2
frame2106,2
frame2107,2
frame2108,2
frame2109,2
frame2110,2
frame2111,2
frame2112,2
frame2113,2
frame2114,2
frame2115,2
frame2116,2
frame2117,2
frame2118,2
frame2119,2
frame2120,2
frame2121,2
frame2122,2
frame2123,2
frame2124,2
frame2125,2
frame2126,2
frame2127,2
frame2128,2
frame2129,2
frame2130,2
frame2131,2
frame2132,2
frame2133,2
frame2134,2
frame2135,2
frame2136,2
frame2137,2
frame2138,2
frame2139,2
frame2140,2
frame2141,2
frame2142,2
frame2143,2
frame2144,2
frame2145,2
frame2146,2
frame2147,2
frame2148,2
frame2149,2
frame2150,2
frame2151,2
frame2152,2
frame2153,2
frame2154,2
frame2155,2
frame2156,2
frame2157,2
frame2158,2
frame2159,2
frame2160,2
frame2161,2
frame2162,2
frame2163,2
frame2164,2
frame2165,2
frame2166,2
frame2167,2
frame2168,2
frame2169,2
frame2170,2
frame2171,2
frame2172,2
frame2173,2
frame2174,2
frame2175,2
frame2176,2
frame2177,2
frame2178,2
frame2179,2
frame2180,2
frame2181,2
frame2182,2
frame2183,2
frame2184,2
frame2185,2
frame2186,2
frame2187,2
frame2188,2
frame2189,2
frame2190,2
frame2191,2
frame2192,2
frame2193,2
frame2194,2
frame2195,2
frame2196,2
frame2197,2
frame2198,2
frame2199,2
frame2200,2
frame2201,2
frame2202,2
frame2203,2
frame2204,2
frame2205,2
frame2206,2
frame2207,2
frame2208,2
frame2209,2
frame2210,2
frame2211,2
frame2212,2
frame2213,2
frame2214,2
frame2215,2
frame2216,2
frame2217,2
frame2218,2
frame2219,2
frame2220,2
frame2221,2
frame2222,2
frame2223,2
frame2224,2
frame2225,2
frame2226,2
frame2227,2
frame2228,2
frame2229,2
frame2230,2
frame2231,2
frame2232,2
frame2233,2
frame2234,2
frame2235,2
frame2236,2
frame2237,2
frame2238,2
frame2239,2
frame2240,2
frame2241,2
frame2242,2
frame2243,2
frame2244,2
frame2245,2
frame2246,2
frame2247,2
frame2248,2
frame2249,2
frame2250,2
frame2251,2
frame2252,2
frame2253,2
frame2254,2
frame2255,2
frame2256,2
frame2257,2
frame2258,2
frame2259,2
frame2260,2
frame2261,2
frame2262,2
frame2263,2
frame2264,2
frame2265,2
frame2266,2
frame2267,2
frame2268,2
frame2269,2
frame2270,0
frame2271,0
frame2272,0
frame2273,0
frame2274,0
frame2275,0
frame2276,0
frame2277,0
frame2278,0
frame2279,0
frame2280,0
frame2281,0
frame2282,0
frame2283,0
frame2284,0
frame2285,0
frame2286,0
frame2287,0
frame2288,0
frame2289,0
frame2290,0
frame2291,0
frame2292,0
frame2293,0
frame2294,0
frame2295,0
frame2296,0
frame2297,0
frame2298,0
frame2299,0
frame2300,0
frame2301,0
frame2302,0
frame2303,0
frame2304,0
frame2305,0
frame2306,0
frame2307,0
frame2308,0
frame2309,0
frame2310,0
frame2311,0
frame2312,0
frame2313,0
frame2314,0
frame2315,0
frame2316,0
frame2317,0
frame2318,0
frame2319,0
frame2320,0
frame2321,0
frame2322,0
frame2323,0
frame2324,0
frame2325,0
frame2326,0
frame2327,0
frame2328,0
frame2329,0
frame2330,0
frame2331,0
frame2332,0
frame2333,0
frame2334,0
frame2335,0
frame2336,0
frame2337,0
frame2338,0
frame2339,0
frame2340,0
frame2341,0
frame2342,0
frame2343,0
frame2344,0
frame2345,0
frame2346,0
frame2347,0
frame2348,0
frame2349,0
frame2350,0
frame2351,0
frame2352,0
frame2353,0
frame2354,0
frame2355,0
frame2356,0
frame2357,0
frame2358,0
frame2359,0
frame2360,0
frame2361,0
frame2362,0
frame2363,0
frame2364,0
frame2365,0
frame2366,0
frame2367,0
frame2368,0
frame2369,0
frame2370,0
frame2371,0
frame2372,0
frame2373,0
frame2374,0
frame2375,0
frame2376,0
frame2377,0
frame2378,0
frame2379,0
frame2380,0
frame2381,0
frame2382,0
frame2383,0
frame2384,0
frame2385,0
frame2386,0
frame2387,0
frame2388,0
frame2389,0
frame2390,0
frame2391,0
frame2392,0
frame2393,0
frame2394,0
frame2395,0
frame2396,0
frame2397,0
frame2398,0
frame2399,0
frame2400,0
frame2401,0
frame2402,0
frame2403,0
frame2404,0
frame2405,0
frame2406,0
frame2407,0
frame2408,0
frame2409,0
frame2410,0
frame2411,0
frame2412,0
frame2413,0
frame2414,0
frame2415,0
frame2416,0
frame2417,0
frame2418,0
frame2419,0
frame2420,0
frame2421,0
frame2422,0
frame2423,0
frame2424,0
frame2425,0
frame2426,0
frame2427,0
frame2428,0
frame2429,0
frame2430,0
frame2431,0
frame2432,0
frame2433,0
frame2434,0
frame2435,0
frame2436,0
frame2437,0
frame2438,0
frame2439,0
frame2440,0
frame2441,0
frame2442,0
frame2443,0
frame2444,0
frame2445,0
frame2446,0
frame2447,0
frame2448,0
frame2449,0
frame2450,0
frame2451,0
frame2452,0
frame2453,0
frame2454,0
frame2455,0
frame2456,0
frame2457,0
frame2458,0
frame2459,0
frame2460,0
frame2461,0
frame2462,0
frame2463,0
frame2464,0
frame2465,0
frame2466,0
frame2467,0
frame2468,0
frame2469,0
frame2470,0
frame2471,0
frame2472,0
frame2473,0
frame2474,0
frame2475,0
frame2476,0
frame2477,0
frame2478,0
frame2479,0
frame2480,0
frame2481,0
frame2482,0
frame2483,0
frame2484,0
frame2485,0
frame2486,0
frame2487,0
frame2488,0
frame2489,0
frame2490,0
frame2491,0
frame2492,0
frame2493,0
frame2494,0
frame2495,0
frame2496,0
frame2497,0
frame2498,0
frame2499,0
frame2500,0
frame2501,0
frame2502,0
frame2503,0
frame2504,0
frame2505,0
frame2506,0
frame2507,0
frame2508,0
frame2509,0
frame2510,0
frame2511,0
frame2512,0
frame2513,0
frame2514,0
frame2515,0
frame2516,0
frame2517,0
frame2518,0
frame2519,0
frame2520,0
frame2521,0
frame2522,0
frame2523,0
frame2524,0
frame2525,0
frame2526,0
frame2527,0
frame2528,0
frame2529,0
frame2530,0
frame2531,0
frame2532,0
frame2533,0
frame2534,0
frame2535,0
frame2536,0
frame2537,0
frame2538,0
frame2539,0
frame2540,0
frame2541,0
frame2542,0
frame2543,0
frame2544,0
frame2545,0
frame2546,0
frame2547,0
frame2548,0
frame2549,0
frame2550,0
frame2551,0
frame2552,0
frame2553,0
frame2554,0
frame2555,0
frame2556,0
frame2557,0
frame2558,0
frame2559,0
frame2560,0
frame2561,0
frame2562,0
frame2563,0
frame2564,0
frame2565,0
frame2566,0
frame2567,0
frame2568,0
frame2569,0
frame2570,0
frame2571,0
frame2572,0
frame2573,0
frame2574,0
frame2575,0
frame2576,0
frame2577,0
frame2578,0
frame2579,0
frame2580,0
frame2581,0
frame2582,0
frame2583,0
frame2584,0
frame2585,0
frame2586,0
frame2587,0
frame2588,0
frame2589,0
frame2590,0
frame2591,0
frame2592,0
frame2593,0
frame2594,0
frame2595,0
frame2596,0
frame2597,0
frame2598,0
frame2599,0
frame2600,0
frame2601,0
frame2602,0
frame2603,0
frame2604,0
frame2605,0
frame2606,0
frame2607,0
frame2608,0
frame2609,0
frame2610,0
frame2611,0
frame2612,0
frame2613,0
frame2614,0
frame2615,0
frame2616,0
frame2617,0
frame2618,0
frame2619,0
frame2620,0
frame2621,0
frame2622,0
frame2623,0
frame2624,0
frame2625,0
frame2626,0
frame2627,0
frame2628,0
frame2629,0
frame2630,0
frame2631,0
frame2632,0
frame2633,0
frame2634,0
frame2635,0
frame2636,0
frame2637,0
frame2638,0
frame2639,0
frame2640,0
frame2641,0
frame2642,0
frame2643,0
frame2644,0
frame2645,0
frame2646,0
frame2647,0
frame2648,0
frame2649,0
frame2650,0
frame2651,0
frame2652,0
frame2653,0
frame2654,0
frame2655,0
frame2656,0
frame2657,0
frame2658,0
frame2659,0
frame2660,0
frame2661,0
frame2662,0
frame2663,0
frame2664,0
frame2665,0
frame2666,0
frame2667,0
frame2668,0
frame2669,0
frame2670,0
frame2671,0
frame2672,0
frame2673,0
frame2674,0
frame2675,0
frame2676,0
frame2677,0
frame2678,0
frame2679,0
frame2680,0
frame2681,0
frame2682,0
frame2683,0
frame2684,0
frame2685,0
frame2686,0
frame2687,0
frame2688,0
frame2689,0
frame2690,0
frame2691,0
frame2692,0
frame2693,0
frame2694,0
frame2695,0
frame2696,0
frame2697,0
frame2698,0
frame2699,0
frame2700,0
frame2701,0
frame2702,0
frame2703,0
frame2704,0
frame2705,0
frame2706,0
frame2707,0
frame2708,0
frame2709,0
frame2710,0
frame2711,0
frame2712,0
frame2713,0
frame2714,0
frame2715,0
frame2716,0
frame2717,0
frame2718,0
frame2719,0
frame2720,0
frame2721,0
frame2722,0
frame2723,0
frame2724,0
frame2725,0
frame2726,0
frame2727,0
frame2728,0
frame2729,0
frame2730,0
frame2731,0
frame2732,0
frame2733,0
frame2734,0
frame2735,0
frame2736,0
frame2737,0
frame2738,0
frame2739,0
frame2740,0
frame2741,0
frame2742,0
frame2743,0
frame2744,0
frame2745,0
frame2746,0
frame2747,0
frame2748,0
frame2749,0
frame2750,0
frame2751,0
frame2752,0
frame2753,0
frame2754,0
frame2755,0
frame2756,0
frame2757,0
frame2758,0
frame2759,0
frame2760,0
frame2761,0
frame2762,0
frame2763,0
frame2764,0
frame2765,0
frame2766,0
frame2767,0
frame2768,0
frame2769,0
frame2770,0
frame2771,0
frame2772,0
frame2773,0
frame2774,0
frame2775,0
frame2776,0
frame2777,0
frame2778,0
frame2779,0
frame2780,0
frame2781,0
frame2782,0
frame2783,0
frame2784,0
frame2785,0
frame2786,0
frame2787,0
frame2788,0
frame2789,0
frame2790,0
frame2791,0
frame2792,0
frame2793,0
frame2794,0
frame2795,0
frame2796,0
frame2797,0
frame2798,0
frame2799,0
frame2800,3
frame2801,3
frame2802,3
frame2803,3
frame2804,3
frame2805,3
frame2806,3
frame2807,3
frame2808,3
frame2809,3
frame2810,3
frame2811,3
frame2812,3
frame2813,3
frame2814,3
frame2815,3
frame2816,3
frame2817,3
frame2818,3
frame2819,3
frame2820,3
frame2821,3
frame2822,3
frame2823,3
frame2824,3
frame2825,3
frame2826,3
frame2827,3
frame2828,3
frame2829,3
frame2830,3
frame2831,3
frame2832,3
frame2833,3
frame2834,3
frame2835,3
frame2836,3
frame2837,3
frame2838,3
frame2839,3
frame2840,3
frame2841,3
frame2842,3
frame2843,3
frame2844,3
frame2845,3
frame2846,3
frame2847,3
frame2848,3
frame2849,3
frame2850,3
frame2851,3
frame2852,3
frame2853,3
frame2854,3
frame2855,3
frame2856,3
frame2857,3
frame2858,3
frame2859,3
frame2860,3
frame2861,3
frame2862,3
frame2863,3
frame2864,3
frame2865,3
frame2866,3
frame2867,3
frame2868,3
frame2869,3
frame2870,3
frame2871,3
frame2872,3
frame2873,3
frame2874,3
frame2875,3
frame2876,3
frame2877,3
frame2878,3
frame2879,3
frame2880,3
frame2881,3
frame2882,3
frame2883,3
frame2884,3
frame2885,3
frame2886,3
frame2887,3
frame2888,3
frame2889,3
frame2890,3
frame2891,3
frame2892,3
frame2893,3
frame2894,3
frame2895,3
frame2896,3
frame2897,3
frame2898,3
frame2899,3
frame2900,3
frame2901,3
frame2902,3
frame2903,3
frame2904,3
frame2905,3
frame2906,3
frame2907,3
frame2908,3
frame2909,3
frame2910,3
frame2911,3
frame2912,3
frame2913,3
frame2914,3
frame2915,3
frame2916,3
frame2917,3
frame2918,3
frame2919,3
frame2920,3
frame2921,3
frame2922,3
frame2923,3
frame2924,3
frame2925,3
frame2926,3
frame2927,3
frame2928,3
frame2929,3
frame2930,3
frame2931,3
frame2932,3
frame2933,3
frame2934,3
frame2935,3
frame2936,3
frame2937,3
frame2938,3
frame2939,3
frame2940,3
frame2941,3
frame2942,3
frame2943,3
frame2944,3
frame2945,3
frame2946,3
frame2947,3
frame2948,3
frame2949,3
frame2950,3
frame2951,3
frame2952,3
frame2953,3
frame2954,3
frame2955,3
frame2956,3
frame2957,3
frame2958,3
frame2959,3
frame2960,3
frame2961,3
frame2962,3
frame2963,3
frame2964,3
frame2965,3
frame2966,3
frame2967,3
frame2968,3
frame2969,3
frame2970,3
frame2971,3
frame2972,3
frame2973,3
frame2974,3
frame2975,3
frame2976,3
frame2977,3
frame2978,3
frame2979,3
frame2980,3
frame2981,3
frame2982,3
frame2983,3
frame2984,3
frame2985,3
frame2986,3
frame2987,3
frame2988,3
frame2989,3
frame2990,3
frame2991,3
frame2992,3
frame2993,3
frame2994,3
frame2995,3
frame2996,3
frame2997,3
frame2998,3
frame2999,3
frame3000,3
frame3001,3
frame3002,3
frame3003,3
frame3004,3
frame3005,3
frame3006,3
frame3007,3
frame3008,3
frame3009,3
frame3010,3
frame3011,3
frame3012,3
frame3013,3
frame3014,3
frame3015,3
frame3016,3
frame3017,3
frame3018,3
frame3019,3
frame3020,3
frame3021,3
frame3022,3
frame3023,3
frame3024,3
frame3025,3
frame3026,3
frame3027,3
frame3028,3
frame3029,3
frame3030,3
frame3031,3
frame3032,3
frame3033,3
frame3034,3
frame3035,3
frame3036,3
frame3037,3
frame3038,3
frame3039,3
frame3040,3
frame3041,3
frame3042,3
frame3043,3
frame3044,3
frame3045,3
frame3046,3
frame3047,3
frame3048,3
frame3049,3
frame3050,3
frame3051,3
frame3052,3
frame3053,3
frame3054,3
frame3055,3
frame3056,3
frame3057,3
frame3058,3
frame3059,3
frame3060,3
frame3061,3
frame3062,3
frame3063,3
frame3064,3
frame3065,3
frame3066,3
frame3067,3
frame3068,3
frame3069,3
frame3070,3
frame3071,3
frame3072,3
frame3073,3
frame3074,3
frame3075,3
frame3076,3
frame3077,3
frame3078,3
frame3079,3
frame3080,3
frame3081,3
frame3082,3
frame3083,3
frame3084,3
frame3085,3
frame3086,3
frame3087,3
frame3088,3
frame3089,3
frame3090,3
frame3091,3
frame3092,3
frame3093,3
frame3094,3
frame3095,3
frame3096,3
frame3097,3
frame3098,3
frame3099,3
frame3100,3
frame3101,3
frame3102,3
frame3103,3
frame3104,3
frame3105,3
frame3106,3
frame3107,3
frame3108,3
frame3109,3
frame3110,3
frame3111,3
frame3112,3
frame3113,3
frame3114,3
frame3115,3
frame3116,3
frame3117,3
frame3118,3
frame3119,3
frame3120,3
frame3121,3
frame3122,3
frame3123,3
frame3124,3
frame3125,3
frame3126,3
frame3127,3
frame3128,3
frame3129,3
frame3130,3
frame3131,3
frame3132,3
frame3133,3
frame3134,3
frame3135,3
frame3136,3
frame3137,3
frame3138,3
frame3139,3
frame3140,3
frame3141,3
frame3142,3
frame3143,3
frame3144,3
frame3145,3
frame3146,3
frame3147,3
frame3148,3
frame3149,3
frame3150,3
frame3151,3
frame3152,3
frame3153,3
frame3154,3
frame3155,3
frame3156,3
frame3157,3
frame3158,3
frame3159,3
frame3160,3
frame3161,3
frame3162,3
frame3163,3
frame3164,3
frame3165,3
frame3166,3
frame3167,3
frame3168,3
frame3169,3
frame3170,3
frame3171,3
frame3172,3
frame3173,3
frame3174,3
frame3175,3
frame3176,3
frame3177,3
frame3178,3
frame3179,3
frame3180,3
frame3181,3
frame3182,3
frame3183,3
frame3184,3
frame3185,3
frame3186,3
frame3187,3
frame3188,3
frame3189,3
frame3190,3
frame3191,3
frame3192,3
frame3193,3
frame3194,3
frame3195,3
frame3196,3
frame3197,3
frame3198,3
frame3199,3
frame3200,3
frame3201,3
frame3202,3
frame3203,3
frame3204,3
frame3205,3
frame3206,3
frame3207,3
frame3208,3
frame3209,3
frame3210,3
frame3211,3
frame3212,3
frame3213,3
frame3214,3
frame3215,3
frame3216,3
frame3217,3
frame3218,3
frame3219,3
frame3220,3
frame3221,3
frame3222,3
frame3223,3
frame3224,3
frame3225,3
frame3226,3
frame3227,3
frame3228,3
frame3229,3
frame3230,3
frame3231,3
frame3232,3
frame3233,3
frame3234,3
frame3235,3
frame3236,3
frame3237,3
frame3238,3
frame3239,3
frame3240,3
frame3241,3
frame3242,3
frame3243,3
frame3244,3
frame3245,3
frame3246,3
frame3247,3
frame3248,3
frame3249,3
frame3250,3
frame3251,3
frame3252,3
frame3253,3
frame3254,3
frame3255,3
frame3256,3
frame3257,3
frame3258,3
frame3259,3
frame3260,3
frame3261,3
frame3262,3
frame3263,3
frame3264,3
frame3265,3
frame3266,3
frame3267,3
frame3268,3
frame3269,3
frame3270,3
frame3271,3
frame3272,3
frame3273,3
frame3274,3
frame3275,3
frame3276,3
frame3277,3
frame3278,3
frame3279,3
frame3280,3
frame3281,3
frame3282,3
frame3283,3
frame3284,3
frame3285,3
frame3286,3
frame3287,3
frame3288,3
frame3289,3
frame3290,3
frame3291,3
frame3292,3
frame3293,3
frame3294,3
frame3295,3
frame3296,3
frame3297,3
frame3298,3
frame3299,3
frame3300,3
frame3301,3
frame3302,3
frame3303,3
frame3304,3
frame3305,3
frame3306,3
frame3307,3
frame3308,3
frame3309,3
frame3310,3
frame3311,3
frame3312,3
frame3313,3
frame3314,3
frame3315,3
frame3316,3
frame3317,3
frame3318,3
frame3319,3
frame3320,3
frame3321,3
frame3322,3
frame3323,3
frame3324,3
frame3325,3
frame3326,3
frame3327,3
frame3328,3
frame3329,3
frame3330,3
frame3331,3
frame3332,3
frame3333,3
frame3334,3
frame3335,3
frame3336,3
frame3337,3
frame3338,3
frame3339,3
frame3340,3
frame3341,3
frame3342,3
frame3343,3
frame3344,3
frame3345,3
frame3346,3
frame3347,3
frame3348,3
frame3349,3
frame3350,3
frame3351,3
frame3352,3
frame3353,3
frame3354,3
frame3355,3
frame3356,3
frame3357,3
frame3358,3
frame3359,3
frame3360,3
frame3361,3
frame3362,3
frame3363,3
frame3364,3
frame3365,3
frame3366,3
frame3367,3
frame3368,3
frame3369,3
frame3370,3
frame3371,3
frame3372,3
frame3373,3
frame3374,3
frame3375,3
frame3376,3
frame3377,3
frame3378,3
frame3379,3
frame3380,3
frame3381,3
frame3382,3
frame3383,3
frame3384,3
frame3385,3
frame3386,3
frame3387,3
frame3388,3
frame3389,3
frame3390,3
frame3391,3
frame3392,3
frame3393,3
frame3394,3
frame3395,3
frame3396,3
frame3397,3
frame3398,3
frame3399,3
frame3400,3
frame3401,3
frame3402,3
frame3403,3
frame3404,3
frame3405,3
frame3406,3
frame3407,3
frame3408,3
frame3409,3
frame3410,3
frame3411,3
frame3412,3
frame3413,3
frame3414,3
frame3415,3
frame3416,3
frame3417,3
frame3418,3
frame3419,3
frame3420,3
frame3421,3
frame3422,3
frame3423,3
frame3424,3
frame3425,3
frame3426,3
frame3427,3
frame3428,3
frame3429,3
frame3430,3
frame3431,3
frame3432,3
frame3433,3
frame3434,3
frame3435,3
frame3436,3
frame3437,3
frame3438,3
frame3439,3
frame3440,3
frame3441,3
frame3442,3
frame3443,3
frame3444,3
frame3445,3
frame3446,3
frame3447,3
frame3448,3
frame3449,3
frame3450,3
frame3451,3
frame3452,3
frame3453,3
frame3454,3
frame3455,3
frame3456,3
frame3457,3
frame3458,3
frame3459,3
frame3460,3
frame3461,3
frame3462,3
frame3463,3
frame3464,3
frame3465,3
frame3466,3
frame3467,3
frame3468,3
frame3469,3
frame3470,3
frame3471,3
frame3472,3
frame3473,3
frame3474,3
frame3475,3
frame3476,3
frame3477,3
frame3478,3
frame3479,3
frame3480,3
frame3481,3
frame3482,3
frame3483,3
frame3484,3
frame3485,3
frame3486,3
frame3487,3
frame3488,3
frame3489,3
frame3490,0
frame3491,0
frame3492,0
frame3493,0
frame3494,0
frame3495,0
frame3496,0
frame3497,0
frame3498,0
frame3499,0
frame3500,0
frame3501,0
frame3502,0
frame3503,0
frame3504,0
frame3505,0
frame3506,0
frame3507,0
frame3508,0
frame3509,0
frame3510,0
frame3511,0
frame3512,0
frame3513,0
frame3514,0
frame3515,0
frame3516,0
frame3517,0
frame3518,0
frame3519,0
frame3520,0
frame3521,0
frame3522,0
frame3523,0
frame3524,0
frame3525,0
frame3526,0
frame3527,0
frame3528,0
frame3529,0
frame3530,0
frame3531,0
frame3532,0
frame3533,0
frame3534,0
frame3535,0
frame3536,0
frame3537,0
frame3538,0
frame3539,0
frame3540,0
frame3541,0
frame3542,0
frame3543,0
frame3544,0
frame3545,0
frame3546,0
frame3547,0
frame3548,0
frame3549,0
frame3550,0
frame3551,0
frame3552,0
frame3553,0
frame3554,0
frame3555,0
frame3556,0
frame3557,0
frame3558,0
frame3559,0
frame3560,0
frame3561,0
frame3562,0
frame3563,0
frame3564,0
frame3565,0
frame3566,0
frame3567,0
frame3568,0
frame3569,0
frame3570,0
frame3571,0
frame3572,0
frame3573,0
frame3574,0
frame3575,0
frame3576,0
frame3577,0
frame3578,0
frame3579,0
frame3580,0
frame3581,0
frame3582,0
frame3583,0
frame3584,0
frame3585,0
frame3586,0
frame3587,0
frame3588,0
frame3589,0
frame3590,0
frame3591,0
frame3592,0
frame3593,0
frame3594,0
frame3595,0
frame3596,0
frame3597,0
frame3598,0
frame3599,0
frame3600,0
frame3601,0
frame3602,0
frame3603,0
frame3604,0
frame3605,0
frame3606,0
frame3607,0
frame3608,0
frame3609,0
frame3610,0
frame3611,0
frame3612,0
frame3613,0
frame3614,0
frame3615,0
frame3616,0
frame3617,0
frame3618,0
frame3619,0
frame3620,0
frame3621,0
frame3622,0
frame3623,0
frame3624,0
frame3625,0
frame3626,0
frame3627,0
frame3628,0
frame3629,0
frame3630,0
frame3631,0
frame3632,0
frame3633,0
frame3634,0
frame3635,0
frame3636,0
frame3637,0
frame3638,0
frame3639,0
frame3640,0
frame3641,0
frame3642,0
frame3643,0
frame3644,0
frame3645,0
frame3646,0
frame3647,0
frame3648,0
frame3649,0
frame3650,0
frame3651,0
frame3652,0
frame3653,0
frame3654,0
frame3655,0
frame3656,0
frame3657,0
frame3658,0
frame3659,0
frame3660,0
frame3661,0
frame3662,0
frame3663,0
frame3664,0
frame3665,0
frame3666,0
frame3667,0
frame3668,0
frame3669,0
frame3670,0
frame3671,0
frame3672,0
frame3673,0
frame3674,0
frame3675,0
frame3676,0
frame3677,0
frame3678,0
frame3679,0
frame3680,0
frame3681,0
frame3682,0
frame3683,0
frame3684,0
frame3685,0
frame3686,0
frame3687,0
frame3688,0
frame3689,0
frame3690,0
frame3691,0
frame3692,0
frame3693,0
frame3694,0
frame3695,0
frame3696,0
frame3697,0
frame3698,0
frame3699,0
frame3700,0
frame3701,0
frame3702,0
frame3703,0
frame3704,0
frame3705,0
frame3706,0
frame3707,0
frame3708,0
frame3709,0
frame3710,0
frame3711,0
frame3712,0
frame3713,0
frame3714,0
frame3715,0
frame3716,0
frame3717,0
frame3718,0
frame3719,0
frame3720,0
frame3721,0
frame3722,0
frame3723,0
frame3724,0
frame3725,0
frame3726,0
frame3727,0
frame3728,0
frame3729,0
frame3730,0
frame3731,0
frame3732,0
frame3733,0
frame3734,0
frame3735,0
frame3736,0
frame3737,0
frame3738,0
frame3739,0
frame3740,0
frame3741,0
frame3742,0
frame3743,0
frame3744,0
frame3745,0
frame3746,0
frame3747,0
frame3748,0
frame3749,0
frame3750,0
frame3751,0
frame3752,0
frame3753,0
frame3754,0
frame3755,0
frame3756,0
frame3757,0
frame3758,0
frame3759,0
frame3760,0
frame3761,0
frame3762,0
frame3763,0
frame3764,0
frame3765,0
frame3766,0
frame3767,0
frame3768,0
frame3769,0
frame3770,0
frame3771,0
frame3772,0
frame3773,0
frame3774,0
frame3775,0
frame3776,0
frame3777,0
frame3778,0
frame3779,0
frame3780,0
frame3781,0
frame3782,0
frame3783,0
frame3784,0
frame3785,0
frame3786,0
frame3787,0
frame3788,0
frame3789,0
frame3790,0
frame3791,0
frame3792,0
frame3793,0
frame3794,0
frame3795,0
frame3796,0
frame3797,0
frame3798,0
frame3799,0
frame3800,0
frame3801,0
frame3802,0
frame3803,0
frame3804,0
frame3805,0
frame3806,0
frame3807,0
frame3808,0
frame3809,0
frame3810,0
frame3811,0
frame3812,0
frame3813,0
frame3814,0
frame3815,0
frame3816,0
frame3817,0
frame3818,0
frame3819,0
frame3820,0
frame3821,0
frame3822,0
frame3823,0
frame3824,0
frame3825,0
frame3826,0
frame3827,0
frame3828,0
frame3829,0
frame3830,0
frame3831,0
frame3832,0
frame3833,0
frame3834,0
frame3835,0
frame3836,0
frame3837,0
frame3838,0
frame3839,0
frame3840,0
frame3841,0
frame3842,0
frame3843,0
frame3844,0
frame3845,0
frame3846,0
frame3847,0
frame3848,0
frame3849,0
frame3850,0
frame3851,0
frame3852,0
frame3853,0
frame3854,0
frame3855,0
frame3856,0
frame3857,0
frame3858,0
frame3859,0
frame3860,0
frame3861,0
frame3862,0
frame3863,0
frame3864,0
frame3865,0
frame3866,0
frame3867,0
frame3868,0
frame3869,0
frame3870,0
frame3871,0
frame3872,0
frame3873,0
frame3874,0
frame3875,0
frame3876,0
frame3877,0
frame3878,0
frame3879,0
frame3880,0
frame3881,0
frame3882,0
frame3883,0
frame3884,0
frame3885,0
frame3886,0
frame3887,0
frame3888,0
frame3889,0
frame3890,0
frame3891,0
frame3892,0
frame3893,0
frame3894,0
frame3895,0
frame3896,0
frame3897,0
frame3898,0
frame3899,0
frame3900,0
frame3901,0
frame3902,0
frame3903,0
frame3904,0
frame3905,0
frame3906,0
frame3907,0
frame3908,0
frame3909,0
frame3910,0
frame3911,0
frame3912,0
frame3913,0
frame3914,0
frame3915,0
frame3916,0
frame3917,0
frame3918,0
frame3919,0
frame3920,0
frame3921,0
frame3922,0
frame3923,0
frame3924,0
frame3925,0
frame3926,0
frame3927,0
frame3928,0
frame3929,0
frame3930,0
frame3931,0
frame3932,0
frame3933,0
frame3934,0
frame3935,0
frame3936,0
frame3937,0
frame3938,0
frame3939,0
frame3940,0
frame3941,0
frame3942,0
frame3943,0
frame3944,0
frame3945,0
frame3946,0
frame3947,0
frame3948,0
frame3949,0
frame3950,0
frame3951,0
frame3952,0
frame3953,0
frame3954,0
frame3955,0
frame3956,0
frame3957,0
frame3958,0
frame3959,0
frame3960,0
frame3961,0
frame3962,0
frame3963,0
